recording_id,audio_video,subject,month,start_dt,end_dt,start_ms,end_ms,sub_recording_id
audio_19_13,audio,19,13,1920-01-01 06:31:58,1920-01-01 19:24:52,0,46374300,audio_19_13_0
audio_19_14,audio,19,14,1920-01-01 07:32:59,1920-01-01 19:24:49,0,42710300,audio_19_14_0
audio_19_15,audio,19,15,1920-01-01 09:27:44,1920-01-01 20:38:04,0,40220110,audio_19_15_0
audio_19_16,audio,19,16,1920-01-01 08:18:12,1920-01-01 19:58:17,0,42005860,audio_19_16_0
audio_19_17,audio,19,17,1920-01-01 09:17:30,1920-01-01 20:23:27,0,39957610,audio_19_17_0
audio_20_06,audio,20,06,1920-01-01 07:29:19,1920-01-01 23:29:18,0,57599990,audio_20_06_0
audio_20_07,audio,20,07,1920-01-01 07:02:32,1920-01-01 23:02:31,0,57599990,audio_20_07_0
audio_20_08,audio,20,08,1920-01-01 08:01:35,1920-01-02 00:01:34,0,57599990,audio_20_08_0
audio_20_09,audio,20,09,1920-01-01 08:25:20,1920-01-02 00:25:19,0,57599990,audio_20_09_0
audio_20_10,audio,20,10,1920-01-01 08:54:36,1920-01-02 00:54:35,0,57599990,audio_20_10_0
audio_20_11,audio,20,11,1920-01-01 08:16:11,1920-01-02 00:16:10,0,57599990,audio_20_11_0
audio_20_12,audio,20,12,1920-01-01 08:35:13,1920-01-02 00:35:12,0,57599990,audio_20_12_0
audio_20_13,audio,20,13,1920-01-01 08:52:38,1920-01-02 00:52:37,0,57599990,audio_20_13_0
audio_20_14,audio,20,14,1920-01-01 09:20:43,1920-01-02 01:20:42,0,57599990,audio_20_14_0
audio_20_15,audio,20,15,1920-01-01 10:16:08,1920-01-02 02:16:07,0,57599990,audio_20_15_0
audio_20_16,audio,20,16,1920-01-01 10:16:28,1920-01-02 02:16:27,0,57599990,audio_20_16_0
audio_20_17,audio,20,17,1920-01-01 09:40:42,1920-01-02 01:40:41,0,57599990,audio_20_17_0
audio_21_06,audio,21,06,1920-01-01 07:31:22,1920-01-01 21:45:40,0,51258740,audio_21_06_0
audio_21_07,audio,21,07,1920-01-01 06:44:58,1920-01-01 18:18:37,0,41619800,audio_21_07_0
audio_21_08,audio,21,08,1920-01-01 06:20:48,1920-01-01 19:08:36,0,46068110,audio_21_08_0
audio_21_09,audio,21,09,1920-01-01 12:23:20,1920-01-01 12:23:24,0,4920,audio_21_09_0
audio_21_09,audio,21,09,1920-01-06 05:33:13,1920-01-06 19:41:33,4920,50905800,audio_21_09_4920
audio_21_10,audio,21,10,1920-01-01 06:50:23,1920-01-01 18:30:00,0,41977430,audio_21_10_0
audio_21_11,audio,21,11,1920-01-01 06:36:21,1920-01-01 13:39:44,0,25403350,audio_21_11_0
audio_21_11,audio,21,11,1920-01-01 16:12:13,1920-01-01 19:34:48,25403350,37558430,audio_21_11_25403350
audio_21_12,audio,21,12,1920-01-01 11:02:54,1920-01-01 19:30:28,0,30454860,audio_21_12_0
audio_21_13,audio,21,13,1920-01-01 09:00:24,1920-01-01 19:12:39,0,36735990,audio_21_13_0
audio_21_14,audio,21,14,1920-01-01 09:10:31,1920-01-01 11:34:41,0,8650290,audio_21_14_0
audio_21_14,audio,21,14,1920-01-01 16:24:41,1920-01-01 19:30:51,8650290,19820360,audio_21_14_8650290
audio_21_15,audio,21,15,1920-01-01 07:35:23,1920-01-01 20:07:26,0,45123800,audio_21_15_0
audio_21_16,audio,21,16,1920-01-01 07:25:45,1920-01-01 18:56:34,0,41449550,audio_21_16_0
audio_21_17,audio,21,17,1920-01-01 08:51:24,1920-01-01 19:10:54,0,37170430,audio_21_17_0
audio_22_06,audio,22,06,1920-01-01 07:18:23,1920-01-01 21:55:26,0,52623360,audio_22_06_0
audio_22_07,audio,22,07,1920-01-01 06:15:33,1920-01-01 20:37:52,0,51739680,audio_22_07_0
audio_22_08,audio,22,08,1920-01-01 06:43:44,1920-01-01 20:48:04,0,50660180,audio_22_08_0
audio_22_10,audio,22,10,1920-01-01 06:10:11,1920-01-01 20:18:19,0,50888680,audio_22_10_0
audio_22_11,audio,22,11,1920-01-01 06:16:10,1920-01-01 19:36:55,0,48045740,audio_22_11_0
audio_22_12,audio,22,12,1920-01-01 06:23:05,1920-01-01 19:34:13,0,47468860,audio_22_12_0
audio_22_13,audio,22,13,1920-01-01 09:13:26,1920-01-01 20:32:27,0,40741050,audio_22_13_0
audio_22_14,audio,22,14,1920-01-01 08:30:51,1920-01-01 20:06:37,0,41746300,audio_22_14_0
audio_22_15,audio,22,15,1920-01-01 08:15:10,1920-01-01 20:12:50,0,43060930,audio_22_15_0
audio_22_16,audio,22,16,1920-01-01 07:58:23,1920-01-01 20:11:32,0,43989990,audio_22_16_0
audio_22_17,audio,22,17,1920-01-01 07:23:57,1920-01-01 19:17:43,0,42826680,audio_22_17_0
audio_23_06,audio,23,06,1920-01-01 08:28:45,1920-01-02 00:28:44,0,57599990,audio_23_06_0
audio_23_07,audio,23,07,1920-01-01 08:23:52,1920-01-02 00:23:51,0,57599990,audio_23_07_0
audio_23_08,audio,23,08,1920-01-01 09:38:17,1920-01-02 01:38:16,0,57599860,audio_23_08_0
audio_23_09,audio,23,09,1920-01-01 08:42:11,1920-01-02 00:42:10,0,57599990,audio_23_09_0
audio_23_10,audio,23,10,1920-01-01 06:28:30,1920-01-01 22:28:29,0,57599990,audio_23_10_0
audio_23_11,audio,23,11,1920-01-01 05:58:51,1920-01-01 21:58:50,0,57599990,audio_23_11_0
audio_23_12,audio,23,12,1920-01-01 06:49:54,1920-01-01 22:49:53,0,57599990,audio_23_12_0
audio_23_13,audio,23,13,1920-01-01 07:06:10,1920-01-01 23:06:09,0,57599990,audio_23_13_0
audio_23_14,audio,23,14,1920-01-01 07:30:49,1920-01-01 23:30:48,0,57599990,audio_23_14_0
audio_23_15,audio,23,15,1920-01-01 09:30:49,1920-01-02 01:30:48,0,57599990,audio_23_15_0
audio_23_16,audio,23,16,1920-01-01 09:08:18,1920-01-02 01:08:17,0,57599990,audio_23_16_0
audio_23_17,audio,23,17,1920-01-01 08:22:30,1920-01-02 00:22:29,0,57599990,audio_23_17_0
audio_25_06,audio,25,06,1920-01-01 08:25:18,1920-01-01 21:11:26,0,45968180,audio_25_06_0
audio_25_07,audio,25,07,1920-01-01 10:00:25,1920-01-01 21:30:15,0,41390930,audio_25_07_0
audio_25_08,audio,25,08,1920-01-01 09:43:00,1920-01-01 11:56:49,0,8029420,audio_25_08_0
audio_25_08,audio,25,08,1920-01-01 13:40:23,1920-01-01 15:06:05,8029420,13172100,audio_25_08_8029420
audio_25_08,audio,25,08,1920-01-01 17:50:16,1920-01-01 20:41:00,13172100,23416180,audio_25_08_13172100
audio_25_09,audio,25,09,1920-01-01 09:51:18,1920-01-01 21:45:23,0,42845240,audio_25_09_0
audio_25_10,audio,25,10,1920-01-01 08:19:07,1920-01-01 21:07:07,0,46080740,audio_25_10_0
audio_25_11,audio,25,11,1920-01-01 09:00:44,1920-01-01 20:43:17,0,42153490,audio_25_11_0
audio_25_12,audio,25,12,1920-01-01 09:02:32,1920-01-01 19:19:27,0,37015430,audio_25_12_0
audio_25_13,audio,25,13,1920-01-01 08:58:41,1920-01-01 21:48:42,0,46201550,audio_25_13_0
audio_25_14,audio,25,14,1920-01-01 09:21:00,1920-01-01 20:41:39,0,40839050,audio_25_14_0
audio_25_15,audio,25,15,1920-01-01 07:52:38,1920-01-01 18:01:33,0,36535930,audio_25_15_0
audio_25_16,audio,25,16,1920-01-01 08:02:11,1920-01-01 20:21:25,0,44354740,audio_25_16_0
audio_25_17,audio,25,17,1920-01-01 09:17:32,1920-01-01 19:50:11,0,37959800,audio_25_17_0
audio_26_06,audio,26,06,1920-01-01 12:40:44,1920-01-01 12:40:48,0,4100,audio_26_06_0
audio_26_06,audio,26,06,1920-01-01 18:21:03,1920-01-01 18:21:09,4100,10170,audio_26_06_4100
audio_26_06,audio,26,06,1920-01-04 07:31:39,1920-01-04 23:31:28,10170,57599990,audio_26_06_10170
audio_26_07,audio,26,07,1920-01-01 08:12:30,1920-01-02 00:12:29,0,57599990,audio_26_07_0
audio_26_08,audio,26,08,1920-01-01 08:35:16,1920-01-02 00:35:15,0,57599990,audio_26_08_0
audio_26_09,audio,26,09,1920-01-01 09:17:55,1920-01-02 01:17:54,0,57599990,audio_26_09_0
audio_26_10,audio,26,10,1920-01-01 07:42:31,1920-01-01 23:42:30,0,57599990,audio_26_10_0
audio_26_11,audio,26,11,1920-01-01 07:49:29,1920-01-01 23:49:28,0,57599990,audio_26_11_0
audio_26_12,audio,26,12,1920-01-01 08:45:19,1920-01-02 00:45:18,0,57599990,audio_26_12_0
audio_26_13,audio,26,13,1920-01-01 09:07:41,1920-01-02 01:07:40,0,57599990,audio_26_13_0
audio_26_14,audio,26,14,1920-01-01 09:33:31,1920-01-02 01:33:30,0,57599990,audio_26_14_0
audio_26_15,audio,26,15,1920-01-01 08:48:32,1920-01-02 00:48:31,0,57599990,audio_26_15_0
audio_26_16,audio,26,16,1920-01-01 09:08:13,1920-01-02 01:08:12,0,57599990,audio_26_16_0
audio_26_17,audio,26,17,1920-01-01 09:05:08,1920-01-02 01:05:07,0,57599990,audio_26_17_0
audio_27_06,audio,27,06,1920-01-01 09:01:43,1920-01-02 01:01:42,0,57599990,audio_27_06_0
audio_27_07,audio,27,07,1920-01-01 06:29:04,1920-01-01 22:29:03,0,57599990,audio_27_07_0
audio_27_08,audio,27,08,1920-01-01 06:25:02,1920-01-01 22:25:01,0,57599990,audio_27_08_0
audio_27_09,audio,27,09,1920-01-01 09:25:08,1920-01-02 01:25:07,0,57599990,audio_27_09_0
audio_27_10,audio,27,10,1920-01-01 07:22:22,1920-01-01 10:35:56,0,11614980,audio_27_10_0
audio_27_10,audio,27,10,1920-01-01 10:53:49,1920-01-01 23:40:14,11614980,57599990,audio_27_10_11614980
audio_27_11,audio,27,11,1920-01-01 09:02:31,1920-01-02 01:02:30,0,57599990,audio_27_11_0
audio_27_12,audio,27,12,1920-01-01 08:26:33,1920-01-02 00:26:32,0,57599990,audio_27_12_0
audio_27_13,audio,27,13,1920-01-01 10:12:05,1920-01-02 02:12:04,0,57599990,audio_27_13_0
audio_27_14,audio,27,14,1920-01-01 10:08:55,1920-01-02 02:08:54,0,57599990,audio_27_14_0
audio_27_15,audio,27,15,1920-01-01 09:55:18,1920-01-02 01:55:17,0,57599990,audio_27_15_0
audio_27_16,audio,27,16,1920-01-01 09:28:33,1920-01-02 01:28:32,0,57599990,audio_27_16_0
audio_27_17,audio,27,17,1920-01-01 09:05:54,1920-01-02 01:05:53,0,57599990,audio_27_17_0
audio_28_06,audio,28,06,1920-01-01 10:22:00,1920-01-01 22:27:19,0,43519680,audio_28_06_0
audio_28_07,audio,28,07,1920-01-01 08:25:30,1920-01-01 20:37:23,0,43913550,audio_28_07_0
audio_28_08,audio,28,08,1920-01-01 09:04:08,1920-01-01 20:22:14,0,40686990,audio_28_08_0
audio_28_09,audio,28,09,1920-01-01 08:51:17,1920-01-01 22:56:37,0,50720610,audio_28_09_0
audio_28_10,audio,28,10,1920-01-01 08:33:34,1920-01-01 21:39:33,0,47159110,audio_28_10_0
audio_28_11,audio,28,11,1920-01-01 08:09:03,1920-01-01 18:49:50,0,38447740,audio_28_11_0
audio_28_12,audio,28,12,1920-01-01 09:02:46,1920-01-01 21:28:29,0,44743050,audio_28_12_0
audio_28_13,audio,28,13,1920-01-01 08:49:19,1920-01-01 19:51:11,0,39712050,audio_28_13_0
audio_28_14,audio,28,14,1920-01-01 10:16:47,1920-01-01 20:37:21,0,37234740,audio_28_14_0
audio_28_15,audio,28,15,1920-01-01 10:51:08,1920-01-01 20:19:10,0,34082430,audio_28_15_0
audio_28_16,audio,28,16,1920-01-01 09:58:42,1920-01-01 21:05:21,0,39999680,audio_28_16_0
audio_28_17,audio,28,17,1920-01-01 08:20:33,1920-01-01 18:05:46,0,35113040,audio_28_17_0
audio_28_17,audio,28,17,1920-01-02 09:57:59,1920-01-02 16:12:45,35113040,57599990,audio_28_17_35113040
audio_29_06,audio,29,06,1920-01-01 06:01:01,1920-01-01 20:05:45,0,50684930,audio_29_06_0
audio_29_07,audio,29,07,1920-01-01 06:33:35,1920-01-01 19:46:19,0,47564050,audio_29_07_0
audio_29_08,audio,29,08,1920-01-01 05:16:22,1920-01-01 21:01:45,0,56723550,audio_29_08_0
audio_29_09,audio,29,09,1920-01-01 07:13:28,1920-01-01 19:18:42,0,43514930,audio_29_09_0
audio_29_10,audio,29,10,1920-01-01 06:51:40,1920-01-01 19:52:01,0,46821730,audio_29_10_0
audio_29_10,audio,29,10,1920-01-01 19:52:02,1920-01-01 19:52:06,46821730,46825800,audio_29_10_46821730
audio_29_11,audio,29,11,1920-01-01 07:39:06,1920-01-01 17:54:57,0,36951110,audio_29_11_0
audio_29_12,audio,29,12,1920-01-01 07:05:45,1920-01-01 19:37:35,0,45110040,audio_29_12_0
audio_29_12,audio,29,12,1920-01-01 19:37:36,1920-01-01 19:37:39,45110040,45113990,audio_29_12_45110040
audio_29_13,audio,29,13,1920-01-01 08:44:38,1920-01-01 20:05:35,0,40857740,audio_29_13_0
audio_29_14,audio,29,14,1920-01-01 10:28:49,1920-01-01 20:25:37,0,35808990,audio_29_14_0
audio_29_15,audio,29,15,1920-01-01 08:52:05,1920-01-01 20:26:01,0,41636300,audio_29_15_0
audio_29_16,audio,29,16,1920-01-01 07:34:35,1920-01-01 19:49:30,0,44095990,audio_29_16_0
audio_29_17,audio,29,17,1920-01-01 08:13:45,1920-01-01 18:57:18,0,38613050,audio_29_17_0
audio_30_06,audio,30,06,1920-01-01 07:30:33,1920-01-01 23:30:32,0,57599990,audio_30_06_0
audio_30_07,audio,30,07,1920-01-01 06:05:03,1920-01-01 22:05:02,0,57599990,audio_30_07_0
audio_30_08,audio,30,08,1920-01-01 09:30:00,1920-01-02 01:29:59,0,57599990,audio_30_08_0
audio_30_09,audio,30,09,1920-01-01 08:32:48,1920-01-02 00:32:47,0,57599990,audio_30_09_0
audio_30_10,audio,30,10,1920-01-01 07:49:48,1920-01-01 23:49:47,0,57599990,audio_30_10_0
audio_30_11,audio,30,11,1920-01-01 07:49:38,1920-01-01 23:49:37,0,57599990,audio_30_11_0
audio_30_12,audio,30,12,1920-01-01 12:07:57,1920-01-01 12:09:03,0,66420,audio_30_12_0
audio_30_12,audio,30,12,1920-01-04 08:39:14,1920-01-05 00:38:07,66420,57599990,audio_30_12_66420
audio_30_13,audio,30,13,1920-01-01 11:41:08,1920-01-02 03:41:07,0,57599990,audio_30_13_0
audio_30_14,audio,30,14,1920-01-01 09:50:42,1920-01-02 01:50:41,0,57599990,audio_30_14_0
audio_30_15,audio,30,15,1920-01-01 10:15:12,1920-01-02 02:15:11,0,57599990,audio_30_15_0
audio_30_16,audio,30,16,1920-01-01 08:51:20,1920-01-02 00:51:19,0,57599990,audio_30_16_0
audio_30_17,audio,30,17,1920-01-01 12:22:10,1920-01-02 04:22:09,0,57599990,audio_30_17_0
audio_31_06,audio,31,06,1920-01-01 06:50:53,1920-01-01 22:50:52,0,57599990,audio_31_06_0
audio_31_07,audio,31,07,1920-01-01 06:33:15,1920-01-01 22:33:14,0,57599990,audio_31_07_0
audio_31_08,audio,31,08,1920-01-01 07:01:11,1920-01-01 23:01:10,0,57599990,audio_31_08_0
audio_31_09,audio,31,09,1920-01-01 06:53:56,1920-01-01 22:53:55,0,57599990,audio_31_09_0
audio_31_10,audio,31,10,1920-01-01 06:10:13,1920-01-01 22:10:12,0,57599990,audio_31_10_0
audio_31_11,audio,31,11,1920-01-01 07:42:14,1920-01-01 23:42:13,0,57599990,audio_31_11_0
audio_31_12,audio,31,12,1920-01-01 08:03:18,1920-01-02 00:03:17,0,57599990,audio_31_12_0
audio_31_13,audio,31,13,1920-01-01 07:48:28,1920-01-01 23:48:27,0,57599990,audio_31_13_0
audio_31_14,audio,31,14,1920-01-01 10:18:13,1920-01-02 02:18:12,0,57599990,audio_31_14_0
audio_31_15,audio,31,15,1920-01-01 09:30:17,1920-01-02 01:30:16,0,57599990,audio_31_15_0
audio_31_16,audio,31,16,1920-01-01 10:39:24,1920-01-02 02:39:23,0,57599990,audio_31_16_0
audio_31_17,audio,31,17,1920-01-01 08:24:34,1920-01-02 00:24:33,0,57599990,audio_31_17_0
audio_32_06,audio,32,06,1920-01-01 09:09:06,1920-01-02 01:09:05,0,57599990,audio_32_06_0
audio_32_07,audio,32,07,1920-01-01 06:30:24,1920-01-01 22:30:23,0,57599990,audio_32_07_0
audio_32_08,audio,32,08,1920-01-01 07:50:48,1920-01-01 23:50:47,0,57599990,audio_32_08_0
audio_32_09,audio,32,09,1920-01-01 07:54:20,1920-01-01 23:54:19,0,57599990,audio_32_09_0
audio_32_10,audio,32,10,1920-01-01 07:01:03,1920-01-01 23:01:02,0,57599990,audio_32_10_0
audio_32_11,audio,32,11,1920-01-01 06:46:47,1920-01-01 22:46:46,0,57599990,audio_32_11_0
audio_32_12,audio,32,12,1920-01-01 08:57:29,1920-01-02 00:57:28,0,57599990,audio_32_12_0
audio_32_13,audio,32,13,1920-01-01 10:58:05,1920-01-02 02:58:04,0,57599990,audio_32_13_0
audio_32_14,audio,32,14,1920-01-01 07:24:52,1920-01-01 23:24:51,0,57599990,audio_32_14_0
audio_32_15,audio,32,15,1920-01-01 09:43:47,1920-01-02 01:43:46,0,57599990,audio_32_15_0
audio_32_16,audio,32,16,1920-01-01 08:07:17,1920-01-02 00:07:16,0,57599990,audio_32_16_0
audio_32_17,audio,32,17,1920-01-01 08:53:32,1920-01-02 00:53:31,0,57599990,audio_32_17_0
audio_33_06,audio,33,06,1920-01-01 06:46:33,1920-01-01 20:06:56,0,48023050,audio_33_06_0
audio_33_07,audio,33,07,1920-01-01 06:28:18,1920-01-01 19:49:33,0,48075050,audio_33_07_0
audio_33_08,audio,33,08,1920-01-01 07:10:39,1920-01-01 20:05:11,0,46472930,audio_33_08_0
audio_33_09,audio,33,09,1920-01-01 06:02:07,1920-01-01 19:41:40,0,49173430,audio_33_09_0
audio_33_10,audio,33,10,1920-01-01 06:12:24,1920-01-01 19:05:33,0,46389800,audio_33_10_0
audio_33_11,audio,33,11,1920-01-01 06:26:32,1920-01-01 19:47:45,0,48073800,audio_33_11_0
audio_33_12,audio,33,12,1920-01-01 08:11:05,1920-01-01 20:52:37,0,45692180,audio_33_12_0
audio_33_13,audio,33,13,1920-01-01 08:34:54,1920-01-01 21:11:44,0,45410110,audio_33_13_0
audio_33_14,audio,33,14,1920-01-01 07:06:44,1920-01-01 21:09:00,0,50536300,audio_33_14_0
audio_33_15,audio,33,15,1920-01-01 08:29:55,1920-01-01 13:55:54,0,19559980,audio_33_15_0
audio_33_15,audio,33,15,1920-01-01 15:08:38,1920-01-01 19:33:17,19559980,35439480,audio_33_15_19559980
audio_33_15,audio,33,15,1920-01-01 19:44:28,1920-01-01 20:13:09,35439480,37160800,audio_33_15_35439480
audio_33_16,audio,33,16,1920-01-01 08:21:41,1920-01-01 17:52:35,0,34254680,audio_33_16_0
audio_33_17,audio,33,17,1920-01-01 06:46:48,1920-01-01 19:51:00,0,47052240,audio_33_17_0
audio_34_06,audio,34,06,1920-01-01 06:21:49,1920-01-01 22:21:48,0,57599990,audio_34_06_0
audio_34_07,audio,34,07,1920-01-01 06:40:18,1920-01-01 22:40:17,0,57599990,audio_34_07_0
audio_34_08,audio,34,08,1920-01-01 07:08:37,1920-01-01 23:08:36,0,57599990,audio_34_08_0
audio_34_09,audio,34,09,1920-01-01 06:49:10,1920-01-01 22:49:09,0,57599990,audio_34_09_0
audio_34_10,audio,34,10,1920-01-01 06:50:58,1920-01-01 13:33:15,0,24137980,audio_34_10_0
audio_34_10,audio,34,10,1920-01-01 18:04:11,1920-01-02 03:21:53,24137980,57599990,audio_34_10_24137980
audio_34_11,audio,34,11,1920-01-01 07:41:51,1920-01-01 12:38:06,0,17775670,audio_34_11_0
audio_34_11,audio,34,11,1920-01-01 13:29:04,1920-01-01 17:17:40,17775670,31491860,audio_34_11_17775670
audio_34_12,audio,34,12,1920-01-01 08:41:48,1920-01-01 12:32:32,0,13844980,audio_34_12_0
audio_34_12,audio,34,12,1920-01-01 12:54:43,1920-01-01 13:52:51,13844980,17333540,audio_34_12_13844980
audio_34_12,audio,34,12,1920-01-01 14:50:17,1920-01-01 16:55:52,17333540,24869350,audio_34_12_17333540
audio_34_12,audio,34,12,1920-01-01 17:52:06,1920-01-01 18:25:14,24869350,26857990,audio_34_12_24869350
audio_34_13,audio,34,13,1920-01-01 09:47:33,1920-01-01 14:27:57,0,16824170,audio_34_13_0
audio_34_13,audio,34,13,1920-01-01 14:29:33,1920-01-01 16:59:19,16824170,25810600,audio_34_13_16824170
audio_34_13,audio,34,13,1920-01-01 17:06:16,1920-01-01 17:17:52,25810600,26507430,audio_34_13_25810600
audio_34_14,audio,34,14,1920-01-01 10:01:54,1920-01-01 12:53:21,0,10287920,audio_34_14_0
audio_34_14,audio,34,14,1920-01-01 12:55:51,1920-01-01 17:02:24,10287920,25081100,audio_34_14_10287920
audio_34_14,audio,34,14,1920-01-01 17:46:06,1920-01-01 18:54:53,25081100,29208240,audio_34_14_25081100
audio_34_15,audio,34,15,1920-01-01 07:33:13,1920-01-01 14:27:05,0,24832490,audio_34_15_0
audio_34_16,audio,34,16,1920-01-01 06:48:42,1920-01-01 12:25:54,0,20232170,audio_34_16_0
audio_34_16,audio,34,16,1920-01-01 12:33:14,1920-01-01 13:11:53,20232170,22551170,audio_34_16_20232170
audio_34_16,audio,34,16,1920-01-01 17:10:03,1920-01-01 19:09:11,22551170,29699990,audio_34_16_22551170
audio_34_17,audio,34,17,1920-01-01 07:35:32,1920-01-01 16:06:59,0,30687990,audio_34_17_0
audio_35_06,audio,35,06,1920-01-01 08:09:40,1920-01-01 19:56:46,0,42426300,audio_35_06_0
audio_35_07,audio,35,07,1920-01-01 07:17:35,1920-01-01 19:04:43,0,42428610,audio_35_07_0
audio_35_08,audio,35,08,1920-01-01 07:19:59,1920-01-01 19:21:33,0,43294610,audio_35_08_0
audio_35_09,audio,35,09,1920-01-01 07:28:21,1920-01-01 18:39:16,0,40255180,audio_35_09_0
audio_35_10,audio,35,10,1920-01-01 07:34:12,1920-01-01 19:44:06,0,43794610,audio_35_10_0
audio_35_11,audio,35,11,1920-01-01 08:54:25,1920-01-01 19:42:14,0,38869490,audio_35_11_0
audio_35_12,audio,35,12,1920-01-01 08:14:26,1920-01-01 21:36:09,0,48103180,audio_35_12_0
audio_35_13,audio,35,13,1920-01-01 09:37:42,1920-01-01 13:46:41,0,14939980,audio_35_13_0
audio_35_13,audio,35,13,1920-01-01 15:05:11,1920-01-01 20:30:03,14939980,34432240,audio_35_13_14939980
audio_35_14,audio,35,14,1920-01-01 08:36:58,1920-01-01 20:10:29,0,41611430,audio_35_14_0
audio_35_15,audio,35,15,1920-01-01 08:28:17,1920-01-01 15:01:58,0,23621540,audio_35_15_0
audio_35_15,audio,35,15,1920-01-01 15:42:29,1920-01-01 19:36:42,23621540,37675360,audio_35_15_23621540
audio_35_16,audio,35,16,1920-01-01 06:50:48,1920-01-01 20:00:05,0,47357110,audio_35_16_0
audio_35_17,audio,35,17,1920-01-01 07:49:06,1920-01-01 19:55:32,0,43586680,audio_35_17_0
audio_36_06,audio,36,06,1920-01-01 08:12:04,1920-01-01 19:24:25,0,40341610,audio_36_06_0
audio_36_07,audio,36,07,1920-01-01 07:19:32,1920-01-01 20:23:37,0,47045550,audio_36_07_0
audio_36_08,audio,36,08,1920-01-01 07:38:01,1920-01-01 18:54:13,0,40572860,audio_36_08_0
audio_36_09,audio,36,09,1920-01-01 07:24:26,1920-01-01 19:00:42,0,41776930,audio_36_09_0
audio_36_10,audio,36,10,1920-01-01 07:07:15,1920-01-01 19:19:00,0,43905990,audio_36_10_0
audio_36_11,audio,36,11,1920-01-01 07:51:35,1920-01-01 19:57:00,0,43525110,audio_36_11_0
audio_36_12,audio,36,12,1920-01-01 07:57:31,1920-01-01 20:03:04,0,43533860,audio_36_12_0
